i_name,thickness,item_name,origin,itemname_with_thickness
4ملم اسود(SISECAM ),4,اسود,SISECAM,4ملم اسود
6ملم اسود غامق,6,اسود غامق,,6ملم اسود غامق
6ملم مشرط اسود سعودي,6,مشرط اسود سعودي,,6ملم مشرط اسود سعودي
4ملم مرايا اسود,4,مرايا اسود,,4ملم مرايا اسود
5ملم مرايا ازرق,5,مرايا ازرق,,5ملم مرايا ازرق
5ملم مرايا اخضر,5,مرايا اخضر,,5ملم مرايا اخضر
5ملم مرايا زهر,5,مرايا زهر,,5ملم مرايا زهر
10ملم عاكس اسود فاتح(SISECAM ),10,عاكس اسود فاتح,SISECAM,10ملم عاكس اسود فاتح
8ملم عاكس ازرق فاتح,8,عاكس ازرق فاتح,,8ملم عاكس ازرق فاتح
15ملم كريستال(AGC),15,كريستال,AGC,15ملم كريستال
19ملم كريستال,19,كريستال,,19ملم كريستال
8ملم تريبلكس اسود,8,تريبلكس اسود,,8ملم تريبلكس اسود
12ملم تريبلكس مغشى,12,تريبلكس مغشى,,12ملم تريبلكس مغشى
16ملم تريبلكس مغشى,16,تريبلكس مغشى,,16ملم تريبلكس مغشى
4ملم مرايا ابيض,4,مرايا ابيض,,4ملم مرايا ابيض
4ملم مرايا ابيض,4,مرايا ابيض,,4ملم مرايا ابيض
4ملم محجر شلال  ابيض,4,محجر شلال ابيض,,4ملم محجر شلال ابيض
4ملم محجربرش خشن ابيض(SISECAM ),4,محجربرش خشن ابيض,SISECAM,4ملم محجربرش خشن ابيض
5ملم محجر منقط  ابيض,5,محجر منقط ابيض,,5ملم محجر منقط ابيض
4ملم محجر منقط  ابيض,4,محجر منقط ابيض,,4ملم محجر منقط ابيض
4ملم محجر بامبو  ابيض,4,محجر بامبو ابيض,,4ملم محجر بامبو ابيض
4ملم محجر طاووس  برونز,4,محجر طاووس برونز,,4ملم محجر طاووس برونز
4ملم محجر زلحفة اخضر,4,محجر زلحفة اخضر,,4ملم محجر زلحفة اخضر
4ملم محجر زلحفة ازرق,4,محجر زلحفة ازرق,,4ملم محجر زلحفة ازرق
5ملم مقلم اسيد ابيض,5,مقلم اسيد ابيض,,5ملم مقلم اسيد ابيض
5ملم محجر بازل اسود,5,محجر بازل اسود,,5ملم محجر بازل اسود
12ملم كريستال,12,كريستال,,12ملم كريستال
8ملم تريبلكس برونز,8,تريبلكس برونز,,8ملم تريبلكس برونز
2ملم مات(PFG),2,مات,PFG,2ملم مات
4ملم محجر دلتا  ابيض(Cairo),4,محجر دلتا ابيض,Cairo,4ملم محجر دلتا ابيض
6ملم عاكس زهر,6,عاكس زهر,,6ملم عاكس زهر
 2ملم مات (منزوع بريطاني),2,مات,منزوع بريطاني,2ملم مات
15ملم كريستال(AGC),15,كريستال,AGC,15ملم كريستال
4ملم مغشى ابيض,4,مغشى ابيض,,4ملم مغشى ابيض
10ملم تريبلكس ابيض,10,تريبلكس ابيض,,10ملم تريبلكس ابيض
10ملم تريبلكس ابيض,10,تريبلكس ابيض,,10ملم تريبلكس ابيض
12ملم تريبلكس ابيض(Pilkington),12,تريبلكس ابيض,Pilkington,12ملم تريبلكس ابيض
4ملم ياسمين اسيد ابيض,4,ياسمين اسيد ابيض,,4ملم ياسمين اسيد ابيض
8ملم اسود(SISECAM ),8,اسود,SISECAM,8ملم اسود
10ملم اسود(Barazil ),10,اسود,Barazil,10ملم اسود
10ملم اسود(SISECAM ),10,اسود,SISECAM,10ملم اسود
5ملم برونز(Sphinx),5,برونز,Sphinx,5ملم برونز
8ملم اسود(SISECAM ),8,اسود,SISECAM,8ملم اسود
4ملم منقط اسيد برونز(مشكل ),4,منقط اسيد برونز,مشكل,4ملم منقط اسيد برونز
10ملم تريبلكس ابيض(Xinyi),10,تريبلكس ابيض,Xinyi,10ملم تريبلكس ابيض
8ملم ابيض( Kavet ),8,ابيض,Kavet,8ملم ابيض
5.5ملم عاكس ازرق فاتح(Falcon),5.5,عاكس ازرق فاتح,Falcon,5.5ملم عاكس ازرق فاتح
5.5ملم اخضر فاتح( Kavet  ),5.5,اخضر فاتح,Kavet,5.5ملم اخضر فاتح
5.5ملم اخضر فاتح( Kavet  ),5.5,اخضر فاتح,Kavet,5.5ملم اخضر فاتح
5.5ملم اخضر فاتح( Kavet  ),5.5,اخضر فاتح,Kavet,5.5ملم اخضر فاتح
12ملم تريبلكس ابيض(SISECAM),12,تريبلكس ابيض,SISECAM,12ملم تريبلكس ابيض
6ملم عاكس اخضر فاتح(SISECAM),6,عاكس اخضر فاتح,SISECAM,6ملم عاكس اخضر فاتح
12ملم ابيض(U.F.G),12,ابيض,U.F.G,12ملم ابيض
5ملم مرايا ابيض(Trakya ),5,مرايا ابيض,Trakya,5ملم مرايا ابيض
10ملم تريبلكس ابيض(SISECAM),10,تريبلكس ابيض,SISECAM,10ملم تريبلكس ابيض
10ملم تريبلكس ابيض(SISECAM),10,تريبلكس ابيض,SISECAM,10ملم تريبلكس ابيض
12ملم تريبلكس ابيض(SISECAM),12,تريبلكس ابيض,SISECAM,12ملم تريبلكس ابيض
6ملم مرايا ابيض(SISECAM ),6,مرايا ابيض,SISECAM,6ملم مرايا ابيض
6ملم عاكس اسود فاتح(SISECAM ),6,عاكس اسود فاتح,SISECAM,6ملم عاكس اسود فاتح
4ملم محجر شلال  برونز,4,محجر شلال برونز,,4ملم محجر شلال برونز
5ملم برش اسود(TGQingdao),5,برش اسود,TGQingdao,5ملم برش اسود
5ملم محجر بازل اسود,5,محجر بازل اسود,,5ملم محجر بازل اسود
4ملم برونز( Kavet ),4,برونز,Kavet,4ملم برونز
15ملم ابيض( Kavet ),15,ابيض,Kavet,15ملم ابيض
4ملم عاكس اخضر غامق,4,عاكس اخضر غامق,,4ملم عاكس اخضر غامق
8ملم عاكس ابيض(Sphinx),8,عاكس ابيض,Sphinx,8ملم عاكس ابيض
4ملم عاكس برونز(Sphinx),4,عاكس برونز,Sphinx,4ملم عاكس برونز
8ملم كريستال(AGC),8,كريستال,AGC,8ملم كريستال
8ملم عاكس اسود فاتح(SISECAM ),8,عاكس اسود فاتح,SISECAM,8ملم عاكس اسود فاتح
4ملم برش ابيض,4,برش ابيض,,4ملم برش ابيض
محجر اسيد مشكل,,محجر اسيد مشكل,,محجر اسيد مشكل
محجر اسيد مشكل,,محجر اسيد مشكل,,محجر اسيد مشكل
8ملم ابيض(Sphinx),8,ابيض,Sphinx,8ملم ابيض
8ملم ابيض(Sphinx),8,ابيض,Sphinx,8ملم ابيض
10ملم ابيض(Sphinx),10,ابيض,Sphinx,10ملم ابيض
10ملم ابيض(Sphinx),10,ابيض,Sphinx,10ملم ابيض
6ملم مشرط ابيض (Guardian Espana ),6,مشرط ابيض,Guardian Espana,6ملم مشرط ابيض
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
8ملم ابيض(Sphinx),8,ابيض,Sphinx,8ملم ابيض
10ملم ابيض(Sphinx),10,ابيض,Sphinx,10ملم ابيض
10ملم ابيض(Sphinx),10,ابيض,Sphinx,10ملم ابيض
5.5ملم عاكس ابيض(Sphinx),5.5,عاكس ابيض,Sphinx,5.5ملم عاكس ابيض
5.5ملم عاكس ابيض(Sphinx),5.5,عاكس ابيض,Sphinx,5.5ملم عاكس ابيض
8ملم برش ابيض(SISECAM ),8,برش ابيض,SISECAM,8ملم برش ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
3ملم بلور(Trakya ),3,بلور,Trakya,3ملم بلور
4ملم ابيض(SISECAM ),4,ابيض,SISECAM,4ملم ابيض
4ملم ابيض(SISECAM ),4,ابيض,SISECAM,4ملم ابيض
4ملم ابيض(SISECAM ),4,ابيض,SISECAM,4ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
5.5ملم ابيض(Trakya ),5.5,ابيض,Trakya,5.5ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
8ملم ابيض(SISECAM ),8,ابيض,SISECAM,8ملم ابيض
8ملم ابيض(SISECAM ),8,ابيض,SISECAM,8ملم ابيض
8ملم ابيض(SISECAM ),8,ابيض,SISECAM,8ملم ابيض
10ملم ابيض(SISECAM ),10,ابيض,SISECAM,10ملم ابيض
10ملم ابيض(SISECAM ),10,ابيض,SISECAM,10ملم ابيض
10ملم ابيض(SISECAM ),10,ابيض,SISECAM,10ملم ابيض
10ملم ابيض(SISECAM ),10,ابيض,SISECAM,10ملم ابيض
4ملم مرايا برونز(SISECAM ),4,مرايا برونز,SISECAM,4ملم مرايا برونز
5.5ملم اخضر فاتح( Kavet  ),5.5,اخضر فاتح,Kavet,5.5ملم اخضر فاتح
4ملم وردة كارى اسيد ابيضDSG-017,4,وردة كارى اسيد ابيضDSG-017,,4ملم وردة كارى اسيد ابيضDSG-017
4ملم منقط اسيد ابيض33117,4,منقط اسيد ابيض33117,,4ملم منقط اسيد ابيض33117
8ملم ابيض(Sphinx),8,ابيض,Sphinx,8ملم ابيض
10ملم ابيض(Sphinx),10,ابيض,Sphinx,10ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
4ملم مرايا ابيض(SISECAM ),4,مرايا ابيض,SISECAM,4ملم مرايا ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
12ملم ابيض(SISECAM ),12,ابيض,SISECAM,12ملم ابيض
6ملم برونز(SISECAM ),6,برونز,SISECAM,6ملم برونز
6ملم مشرط برونز(GrandStar),6,مشرط برونز,GrandStar,6ملم مشرط برونز
6ملم زهر,6,زهر,,6ملم زهر
8ملم عاكس اخضر فاتح,8,عاكس اخضر فاتح,,8ملم عاكس اخضر فاتح
8ملم اخضر فاتح(U.F.G),8,اخضر فاتح,U.F.G,8ملم اخضر فاتح
10ملم اخضر فاتح(U.F.G),10,اخضر فاتح,U.F.G,10ملم اخضر فاتح
12ملم اخضر فاتح(U.F.G),12,اخضر فاتح,U.F.G,12ملم اخضر فاتح
12ملم ابيض(Sphinx),12,ابيض,Sphinx,12ملم ابيض
12ملم ابيض(Sphinx),12,ابيض,Sphinx,12ملم ابيض
12ملم ابيض(Sphinx),12,ابيض,Sphinx,12ملم ابيض
12ملم ابيض(Sphinx),12,ابيض,Sphinx,12ملم ابيض
12ملم ابيض(Sphinx),12,ابيض,Sphinx,12ملم ابيض
6ملم تريبلكس ابيض(SISECAM),6,تريبلكس ابيض,SISECAM,6ملم تريبلكس ابيض
6ملم تريبلكس ابيض(SISECAM),6,تريبلكس ابيض,SISECAM,6ملم تريبلكس ابيض
8ملم تريبلكس ابيض(SISECAM),8,تريبلكس ابيض,SISECAM,8ملم تريبلكس ابيض
 8ملم ابيض( Kavet ),8,ابيض,Kavet,8ملم ابيض
6ملم ابيض(SISECAM ),6,ابيض,SISECAM,6ملم ابيض
4ملم محجر زلحفة  برونز,4,محجر زلحفة برونز,,4ملم محجر زلحفة برونز
4ملم محجر زلحفة عسلي,4,محجر زلحفة عسلي,,4ملم محجر زلحفة عسلي
5ملم محجر بامبو  برونز,5,محجر بامبو برونز,,5ملم محجر بامبو برونز
15ملم ابيض(AGC),15,ابيض,AGC,15ملم ابيض
8ملم عاكس ازرق فاتح(SISECAM),8,عاكس ازرق فاتح,SISECAM,8ملم عاكس ازرق فاتح
6ملم مشرط ابيض(SISECAM ),6,مشرط ابيض,SISECAM,6ملم مشرط ابيض
3ملم برونز(SISECAM ),3,برونز,SISECAM,3ملم برونز
10ملم ابيض(Trakya ),10,ابيض,Trakya,10ملم ابيض
10ملم برونز(Sphinx),10,برونز,Sphinx,10ملم برونز
8ملم عاكس برونز(Sphinx),8,عاكس برونز,Sphinx,8ملم عاكس برونز
8ملم برونز(Sphinx),8,برونز,Sphinx,8ملم برونز
5.5ملم برونز(Sphinx),5.5,برونز,Sphinx,5.5ملم برونز
8ملم برونز(Sphinx),8,برونز,Sphinx,8ملم برونز
10ملم برونز(Sphinx),10,برونز,Sphinx,10ملم برونز
5.5ملم برونز(Sphinx),5.5,برونز,Sphinx,5.5ملم برونز
5.5ملم برونز(Sphinx),5.5,برونز,Sphinx,5.5ملم برونز
5.5ملم برونز(Sphinx),5.5,برونز,Sphinx,5.5ملم برونز
5.5ملم برونز(Sphinx),5.5,برونز,Sphinx,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم برونز(SISECAM ),5.5,برونز,SISECAM,5.5ملم برونز
5.5ملم اسود(SISECAM ),5.5,اسود,SISECAM,5.5ملم اسود
10ملم تريبلكس مغشى(LAUREL),10,تريبلكس مغشى,LAUREL,10ملم تريبلكس مغشى
6ملم تريبلكس اسود(SISECAM),6,تريبلكس اسود,SISECAM,6ملم تريبلكس اسود
10ملم اسود(SISECAM ),10,اسود,SISECAM,10ملم اسود
5.5ملم اسود(SISECAM ),5.5,اسود,SISECAM,5.5ملم اسود
8ملم اسود(SISECAM ),8,اسود,SISECAM,8ملم اسود
5.5ملم اسود(SISECAM ),5.5,اسود,SISECAM,5.5ملم اسود
5.5ملم اسود(SISECAM ),5.5,اسود,SISECAM,5.5ملم اسود
5.5ملم اسود(SISECAM ),5.5,اسود,SISECAM,5.5ملم اسود
5.5ملم اسود(SISECAM ),5.5,اسود,SISECAM,5.5ملم اسود
8ملم تريبلكس برونز(SISECAM),8,تريبلكس برونز,SISECAM,8ملم تريبلكس برونز
8ملم تريبلكس ابيض(SISECAM),8,تريبلكس ابيض,SISECAM,8ملم تريبلكس ابيض
8ملم ابيض(SISECAM ),8,ابيض,SISECAM,8ملم ابيض
5.5ملم عاكس اخضر غامق,5.5,عاكس اخضر غامق,,5.5ملم عاكس اخضر غامق
8ملم اخضر فاتح(SISECAM ),8,اخضر فاتح,SISECAM,8ملم اخضر فاتح
8ملم عاكس اخضر فاتح(SISECAM),8,عاكس اخضر فاتح,SISECAM,8ملم عاكس اخضر فاتح
8ملم كريستال(CSG),8,كريستال,CSG,8ملم كريستال
12ملم كريستال,12,كريستال,,12ملم كريستال
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
4ملم محجر دلتا  ابيض(SISECAM,4,محجر دلتا ابيض(SISECAM,,4ملم محجر دلتا ابيض(SISECAM
8ملم تريبلكس ابيض(SISECAM),8,تريبلكس ابيض,SISECAM,8ملم تريبلكس ابيض
6ملم تريبلكس ابيض(SISECAM),6,تريبلكس ابيض,SISECAM,6ملم تريبلكس ابيض
10ملم اخضر فاتح(SISECAM ),10,اخضر فاتح,SISECAM,10ملم اخضر فاتح
5ملم مرايا ابيض(SISECAM ),5,مرايا ابيض,SISECAM,5ملم مرايا ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
4ملم محجر بازل  ابيض(SISECAM),4,محجر بازل ابيض,SISECAM,4ملم محجر بازل ابيض
4ملم محجر دلتا  ابيض(SISECAM,4,محجر دلتا ابيض(SISECAM,,4ملم محجر دلتا ابيض(SISECAM
6ملم مشرط ابيض(SISECAM ),6,مشرط ابيض,SISECAM,6ملم مشرط ابيض
8ملم ابيض(Sphinx),8,ابيض,Sphinx,8ملم ابيض
15ملم ابيض(Sphinx)علام,15,ابيضعلام,Sphinx,15ملم ابيضعلام
15ملم ابيض(Sphinx),15,ابيض,Sphinx,15ملم ابيض
15ملم ابيض(Sphinx),15,ابيض,Sphinx,15ملم ابيض
6ملم تريبلكس  silance(SISECAM),6,تريبلكس silance,SISECAM,6ملم تريبلكس silance
8.2ملم تريبلكسsilance(Trakya ),8.2,تريبلكسsilance,Trakya,8.2ملم تريبلكسsilance
6ملم تريبلكس ابيض(SISECAM),6,تريبلكس ابيض,SISECAM,6ملم تريبلكس ابيض
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
12ملم ابيض(Sphinx),12,ابيض,Sphinx,12ملم ابيض
5.5ملم ابيض(SISECAM ),5.5,ابيض,SISECAM,5.5ملم ابيض
5.5ملم اخضر فاتح(SISECAM ),5.5,اخضر فاتح,SISECAM,5.5ملم اخضر فاتح
6ملم تريبلكس برونز(SISECAM),6,تريبلكس برونز,SISECAM,6ملم تريبلكس برونز
8ملم تريبلكس اسود(SISECAM),8,تريبلكس اسود,SISECAM,8ملم تريبلكس اسود
5.5ملم عاكس ابيض (SISECAM),5.5,عاكس ابيض,SISECAM,5.5ملم عاكس ابيض
5ملم اسود(SISECAM ),5,اسود,SISECAM,5ملم اسود
5.5ملم اسود(Sphinx),5.5,اسود,Sphinx,5.5ملم اسود
6ملم برونز(SISECAM ),6,برونز,SISECAM,6ملم برونز
10ملم برونز(SISECAM ),10,برونز,SISECAM,10ملم برونز
5.5ملم برونز(TR) ابيض,5.5,برونز ابيض,TR,5.5ملم برونز ابيض
4ملم ازرق فاتح,4,ازرق فاتح,,4ملم ازرق فاتح
5ملم ازرق فاتح,5,ازرق فاتح,,5ملم ازرق فاتح
12ملم ازرق فاتح,12,ازرق فاتح,,12ملم ازرق فاتح
16ملم ازرق فاتح,16,ازرق فاتح,,16ملم ازرق فاتح
3ملم ازرق غامق,3,ازرق غامق,,3ملم ازرق غامق
4ملم ازرق غامق,4,ازرق غامق,,4ملم ازرق غامق
5ملم ازرق غامق,5,ازرق غامق,,5ملم ازرق غامق
8ملم ازرق غامق,8,ازرق غامق,,8ملم ازرق غامق
10ملم ازرق,10,ازرق,,10ملم ازرق
12ملم ازرق غامق,12,ازرق غامق,,12ملم ازرق غامق
16ملم ازرق غامق,16,ازرق غامق,,16ملم ازرق غامق
5.5ملم اخضر فاتح( Kavet  ),5.5,اخضر فاتح,Kavet,5.5ملم اخضر فاتح
16ملم اخضر فاتح,16,اخضر فاتح,,16ملم اخضر فاتح
3ملم اخضر غامق,3,اخضر غامق,,3ملم اخضر غامق
4ملم اخضر غامق,4,اخضر غامق,,4ملم اخضر غامق
5.5ملم اخضر غامق,5.5,اخضر غامق,,5.5ملم اخضر غامق
6ملم اخضر غامق,6,اخضر غامق,,6ملم اخضر غامق
8ملم اخضر غامق,8,اخضر غامق,,8ملم اخضر غامق
10ملم اخضر غامق,10,اخضر غامق,,10ملم اخضر غامق
12ملم اخضر غامق,12,اخضر غامق,,12ملم اخضر غامق
6ملم ابيض جامبو(SISECAM ),6,ابيض جامبو,SISECAM,6ملم ابيض جامبو
8ملم ابيض جامبو(SISECAM ),8,ابيض جامبو,SISECAM,8ملم ابيض جامبو
  10ملم ابيض جامبو(Sphinx),10,ابيض جامبو,Sphinx,10ملم ابيض جامبو
 12ملم ابيض جامبو (U.F.G),12,ابيض جامبو,U.F.G,12ملم ابيض جامبو
5.5ملم زهر,5.5,زهر,,5.5ملم زهر
6ملم زهر,6,زهر,,6ملم زهر
4ملم مدهون ابيض(Australia Qingdao),4,مدهون ابيض,Australia Qingdao,4ملم مدهون ابيض
4ملم مدهون اسود(Trakya ),4,مدهون اسود,Trakya,4ملم مدهون اسود
6ملم مدهون اسود(Trakya ),6,مدهون اسود,Trakya,6ملم مدهون اسود
6ملم مدهون ابيض(Australia Qingdao),6,مدهون ابيض,Australia Qingdao,6ملم مدهون ابيض
4ملم ذهبي,4,ذهبي,,4ملم ذهبي
5ملم ذهبي,5,ذهبي,,5ملم ذهبي
5.5ملم ذهبي,5.5,ذهبي,,5.5ملم ذهبي
6كريستال مدهون ابيض(Trakya ),,6كريستال مدهون ابيض,Trakya,6كريستال مدهون ابيض
8ملم ذهبي,8,ذهبي,,8ملم ذهبي
10ملم ذهبي,10,ذهبي,,10ملم ذهبي
12ملم ذهبي,12,ذهبي,,12ملم ذهبي
4ملم بلو غرين,4,بلو غرين,,4ملم بلو غرين
5ملم بلو غرين,5,بلو غرين,,5ملم بلو غرين
6ملم بلو غرين,6,بلو غرين,,6ملم بلو غرين
8ملم بلو غرين,8,بلو غرين,,8ملم بلو غرين
10ملم بلو غرين,10,بلو غرين,,10ملم بلو غرين
3ملم سادة ازرق,3,سادة ازرق,,3ملم سادة ازرق
3ملم سادة اخضر,3,سادة اخضر,,3ملم سادة اخضر
3ملم سادة عسلي,3,سادة عسلي,,3ملم سادة عسلي
ملم,,ملم,,ملم
ملم,,ملم,,ملم
ملم,,ملم,,ملم
ملم,,ملم,,ملم
ملم,,ملم,,ملم
6ملم مشرط ابيض (Guardian  ),6,مشرط ابيض,Guardian,6ملم مشرط ابيض
6ملم مشرط ابيض(SISECAM ),6,مشرط ابيض,SISECAM,6ملم مشرط ابيض
6ملم مشرط برونز(S.G),6,مشرط برونز,S.G,6ملم مشرط برونز
6ملم مشرط عسلي,6,مشرط عسلي,,6ملم مشرط عسلي
6ملم مشرط خمري,6,مشرط خمري,,6ملم مشرط خمري
6ملم مشرط ناري,6,مشرط ناري,,6ملم مشرط ناري
10ملم برش ابيض(Qingdo jnjing),10,برش ابيض,Qingdo jnjing,10ملم برش ابيض
5.5ملم برش ابيض(Cairo),5.5,برش ابيض,Cairo,5.5ملم برش ابيض
12ملم برش ابيض,12,برش ابيض,,12ملم برش ابيض
3ملم برش اسود,3,برش اسود,,3ملم برش اسود
4ملم برش اسود,4,برش اسود,,4ملم برش اسود
5.5ملم برش اسود,5.5,برش اسود,,5.5ملم برش اسود
6ملم برش اسود,6,برش اسود,,6ملم برش اسود
8ملم برش اسود,8,برش اسود,,8ملم برش اسود
10ملم برش اسود,10,برش اسود,,10ملم برش اسود
12ملم برش اسود,12,برش اسود,,12ملم برش اسود
3ملم برش برونز,3,برش برونز,,3ملم برش برونز
4ملم برش برونز,4,برش برونز,,4ملم برش برونز
8ملم برش برونز,8,برش برونز,,8ملم برش برونز
10ملم برش برونز,10,برش برونز,,10ملم برش برونز
12ملم برش برونز,12,برش برونز,,12ملم برش برونز
3ملم برش اخضر,3,برش اخضر,,3ملم برش اخضر
4ملم برش اخضر,4,برش اخضر,,4ملم برش اخضر
5ملم برش اخضر,5,برش اخضر,,5ملم برش اخضر
5.5ملم برش اخضر,5.5,برش اخضر,,5.5ملم برش اخضر
6ملم برش اخضر,6,برش اخضر,,6ملم برش اخضر
8ملم برش اخضر,8,برش اخضر,,8ملم برش اخضر
10ملم برش اخضر,10,برش اخضر,,10ملم برش اخضر
12ملم برش اخضر,12,برش اخضر,,12ملم برش اخضر
3ملم برش ازرق,3,برش ازرق,,3ملم برش ازرق
4ملم برش ازرق,4,برش ازرق,,4ملم برش ازرق
5ملم برش ازرق,5,برش ازرق,,5ملم برش ازرق
5.5ملم برش ازرق,5.5,برش ازرق,,5.5ملم برش ازرق
6ملم برش ازرق,6,برش ازرق,,6ملم برش ازرق
8ملم برش ازرق,8,برش ازرق,,8ملم برش ازرق
10ملم برش ازرق,10,برش ازرق,,10ملم برش ازرق
12ملم برش ازرق,12,برش ازرق,,12ملم برش ازرق
2ملم مغشى ابيض,2,مغشى ابيض,,2ملم مغشى ابيض
3ملم مغشى ابيض,3,مغشى ابيض,,3ملم مغشى ابيض
8ملم مغشى ابيض,8,مغشى ابيض,,8ملم مغشى ابيض
10ملم مغشى ابيض,10,مغشى ابيض,,10ملم مغشى ابيض
12ملم مغشى ابيض,12,مغشى ابيض,,12ملم مغشى ابيض
3ملم مغشى برونز,3,مغشى برونز,,3ملم مغشى برونز
4ملم مغشى برونز,4,مغشى برونز,,4ملم مغشى برونز
5ملم مغشى برونز,5,مغشى برونز,,5ملم مغشى برونز
5.5ملم مغشى برونز,5.5,مغشى برونز,,5.5ملم مغشى برونز
6ملم مغشى برونز,6,مغشى برونز,,6ملم مغشى برونز
8ملم مغشى برونز,8,مغشى برونز,,8ملم مغشى برونز
10ملم مغشى برونز,10,مغشى برونز,,10ملم مغشى برونز
12ملم مغشى برونز,12,مغشى برونز,,12ملم مغشى برونز
3ملم مغشى اسود,3,مغشى اسود,,3ملم مغشى اسود
4ملم مغشى اسود,4,مغشى اسود,,4ملم مغشى اسود
5ملم مغشى اسود,5,مغشى اسود,,5ملم مغشى اسود
5.5ملم مغشى اسود,5.5,مغشى اسود,,5.5ملم مغشى اسود
6ملم مغشى اسود,6,مغشى اسود,,6ملم مغشى اسود
8ملم مغشى اسود,8,مغشى اسود,,8ملم مغشى اسود
10ملم مغشى اسود,10,مغشى اسود,,10ملم مغشى اسود
12ملم مغشى اسود,12,مغشى اسود,,12ملم مغشى اسود
3ملم مغشى اسيد,3,مغشى اسيد,,3ملم مغشى اسيد
5ملم مغشى اسيد,5,مغشى اسيد,,5ملم مغشى اسيد
5.5ملم مغشى اسيد,5.5,مغشى اسيد,,5.5ملم مغشى اسيد
4ملم ناري (Rexi),4,ناري,Rexi,4ملم ناري
8ملم مرايا ابيض(AGC),8,مرايا ابيض,AGC,8ملم مرايا ابيض
6ملم مرايا كريتسال ابيض(SISECAM ),6,مرايا كريتسال ابيض,SISECAM,6ملم مرايا كريتسال ابيض
2ملم مرايا اسود,2,مرايا اسود,,2ملم مرايا اسود
3ملم مرايا اسود,3,مرايا اسود,,3ملم مرايا اسود
4ملم مرايا اسود,4,مرايا اسود,,4ملم مرايا اسود
5ملم مرايا اسود(SISECAM ),5,مرايا اسود,SISECAM,5ملم مرايا اسود
2ملم مرايا برونز,2,مرايا برونز,,2ملم مرايا برونز
3ملم مرايا برونز,3,مرايا برونز,,3ملم مرايا برونز
4ملم مرايا برونز(SISECAM ),4,مرايا برونز,SISECAM,4ملم مرايا برونز
5ملم مرايا برونز( Kavet  ),5,مرايا برونز,Kavet,5ملم مرايا برونز
6ملم مرايا برونز(SISECAM ),6,مرايا برونز,SISECAM,6ملم مرايا برونز
8ملم مرايا برونز,8,مرايا برونز,,8ملم مرايا برونز
2ملم مرايا ازرق,2,مرايا ازرق,,2ملم مرايا ازرق
3ملم مرايا ازرق,3,مرايا ازرق,,3ملم مرايا ازرق
4ملم مرايا ازرق,4,مرايا ازرق,,4ملم مرايا ازرق
6ملم مرايا ازرق,6,مرايا ازرق,,6ملم مرايا ازرق
8ملم مرايا ازرق,8,مرايا ازرق,,8ملم مرايا ازرق
2ملم مرايا اخضر,2,مرايا اخضر,,2ملم مرايا اخضر
3ملم مرايا اخضر,3,مرايا اخضر,,3ملم مرايا اخضر
4ملم مرايا اخضر,4,مرايا اخضر,,4ملم مرايا اخضر
6ملم مرايا اخضر,6,مرايا اخضر,,6ملم مرايا اخضر
8ملم مرايا اخضر,8,مرايا اخضر,,8ملم مرايا اخضر
2ملم مرايا زهر,2,مرايا زهر,,2ملم مرايا زهر
3ملم مرايا زهر,3,مرايا زهر,,3ملم مرايا زهر
4ملم مرايا زهر,4,مرايا زهر,,4ملم مرايا زهر
6ملم مرايا زهر,6,مرايا زهر,,6ملم مرايا زهر
8ملم مرايا زهر,8,مرايا زهر,,8ملم مرايا زهر
2ملم مرايا ذهبي,2,مرايا ذهبي,,2ملم مرايا ذهبي
